_ws.col.No.,_ws.col.Time,ip.src,ip.dst,tcp.seq,tcp.ack,tcp.len,tcp.port
"4875","1.190014000","69.148.243.171","38.107.216.37","1","91333553","0","49048"
"4876","1.190014000","69.148.243.171","38.107.216.37","1","91365409","0","49048"
"4877","1.190024000","38.107.216.37","69.148.243.171","91724513","1","65160","44465"
"4878","1.190747000","69.148.243.171","38.107.216.37","1","91398713","0","49048"
"4879","1.190748000","69.148.243.171","38.107.216.37","1","91440705","0","49048"
"4880","1.190757000","38.107.216.37","69.148.243.171","91789673","1","65160","44465"
"4881","1.191515000","69.148.243.171","38.107.216.37","1","91463873","0","49048"
"4882","1.191515000","69.148.243.171","38.107.216.37","1","91524689","0","49048"
"4883","1.191536000","38.107.216.37","69.148.243.171","91854833","1","65160","44465"
"4884","1.192497000","69.148.243.171","38.107.216.37","1","91529033","0","49048"
"4885","1.192497000","69.148.243.171","38.107.216.37","1","91594193","0","49048"
"4886","1.192535000","38.107.216.37","69.148.243.171","91919993","1","65160","44465"
"4887","1.193275000","69.148.243.171","38.107.216.37","1","91652113","0","49048"
"4888","1.193282000","38.107.216.37","69.148.243.171","91985153","1","65160","44465"
"4889","1.193498000","69.148.243.171","38.107.216.37","1","91659353","0","49048"
"4890","1.193501000","38.107.216.37","69.148.243.171","92050313","1","65160","44465"
"4891","1.193507000","69.148.243.171","38.107.216.37","1","91707137","0","49048"
"4892","1.194008000","69.148.243.171","38.107.216.37","1","91724513","0","49048"
"4893","1.194016000","38.107.216.37","69.148.243.171","92115473","1","65160","44465"
"4894","1.194511000","69.148.243.171","38.107.216.37","1","91756369","0","49048"
"4895","1.194750000","69.148.243.171","38.107.216.37","1","91789673","0","49048"
"4896","1.194754000","69.148.243.171","38.107.216.37","1","91804153","0","49048"
"4897","1.194754000","69.148.243.171","38.107.216.37","1","91854833","0","49048"
"4898","1.194760000","38.107.216.37","69.148.243.171","92180633","1","65160","44465"
"4899","1.195507000","69.148.243.171","38.107.216.37","1","91898273","0","49048"
"4900","1.195519000","38.107.216.37","69.148.243.171","92245793","1","65160","44465"
"4901","1.195982000","69.148.243.171","38.107.216.37","1","91919993","0","49048"
"4902","1.195989000","38.107.216.37","69.148.243.171","92310953","1","65160","44465"
"4903","1.195996000","69.148.243.171","38.107.216.37","1","91946057","0","49048"
"4904","1.196502000","69.148.243.171","38.107.216.37","1","91980809","0","49048"
"4905","1.197260000","69.148.243.171","38.107.216.37","1","91985153","0","49048"
"4906","1.197261000","69.148.243.171","38.107.216.37","1","92008321","0","49048"
"4907","1.197261000","69.148.243.171","38.107.216.37","1","92045969","0","49048"
"4908","1.197281000","38.107.216.37","69.148.243.171","92376113","1","65160","44465"
"4909","1.198000000","69.148.243.171","38.107.216.37","1","92050313","0","49048"
"4910","1.198000000","69.148.243.171","38.107.216.37","1","92090857","0","49048"
"4911","1.198010000","38.107.216.37","69.148.243.171","92441273","1","65160","44465"
"4912","1.198747000","69.148.243.171","38.107.216.37","1","92115473","0","49048"
"4913","1.198747000","69.148.243.171","38.107.216.37","1","92151673","0","49048"
"4914","1.198752000","38.107.216.37","69.148.243.171","92506433","1","65160","44465"
"4915","1.199495000","69.148.243.171","38.107.216.37","1","92180633","0","49048"
"4916","1.199495000","69.148.243.171","38.107.216.37","1","92221177","0","49048"
"4917","1.199505000","38.107.216.37","69.148.243.171","92571593","1","65160","44465"
"4918","1.200544000","69.148.243.171","38.107.216.37","1","92245793","0","49048"
"4919","1.200544000","69.148.243.171","38.107.216.37","1","92299369","0","49048"
"4920","1.200576000","38.107.216.37","69.148.243.171","92636753","1","65160","44465"
"4921","1.200731000","69.148.243.171","38.107.216.37","1","92310953","0","49048"
"4922","1.200734000","38.107.216.37","69.148.243.171","92701913","1","65160","44465"
"4923","1.200740000","69.148.243.171","38.107.216.37","1","92376113","0","49048"
"4924","1.201258000","69.148.243.171","38.107.216.37","1","92410865","0","49048"
"4925","1.201277000","38.107.216.37","69.148.243.171","92767073","1","65160","44465"
"4926","1.201987000","69.148.243.171","38.107.216.37","1","92441273","0","49048"
"4927","1.201987000","69.148.243.171","38.107.216.37","1","92454305","0","49048"
"4928","1.201997000","38.107.216.37","69.148.243.171","92832233","1","65160","44465"
"4929","1.202011000","69.148.243.171","38.107.216.37","1","92506433","0","49048"
"4930","1.202749000","69.148.243.171","38.107.216.37","1","92554217","0","49048"
"4931","1.202765000","38.107.216.37","69.148.243.171","92897393","1","65160","44465"
"4932","1.203528000","69.148.243.171","38.107.216.37","1","92571593","0","49048"
"4933","1.203528000","69.148.243.171","38.107.216.37","1","92596209","0","49048"
"4934","1.203528000","69.148.243.171","38.107.216.37","1","92636753","0","49048"
"4935","1.203566000","38.107.216.37","69.148.243.171","92962553","1","65160","44465"
"4936","1.203999000","69.148.243.171","38.107.216.37","1","92646889","0","49048"
"4937","1.204004000","38.107.216.37","69.148.243.171","93027713","1","65160","44465"
"4938","1.204010000","69.148.243.171","38.107.216.37","1","92670057","0","49048"
"4939","1.204499000","69.148.243.171","38.107.216.37","1","92703361","0","49048"
"4940","1.204509000","38.107.216.37","69.148.243.171","93092873","1","65160","44465"
"4941","1.204733000","69.148.243.171","38.107.216.37","1","92749697","0","49048"
"4942","1.206011000","69.148.243.171","38.107.216.37","1","92767073","0","49048"
"4943","1.206012000","69.148.243.171","38.107.216.37","1","92803273","0","49048"
"4944","1.206032000","38.107.216.37","69.148.243.171","93158033","1","65160","44465"
"4945","1.206760000","69.148.243.171","38.107.216.37","1","92832233","0","49048"
"4946","1.206760000","69.148.243.171","38.107.216.37","1","92868433","0","49048"
"4947","1.206781000","38.107.216.37","69.148.243.171","93223193","1","65160","44465"
"4948","1.207507000","69.148.243.171","38.107.216.37","1","92897393","0","49048"
"4949","1.207507000","69.148.243.171","38.107.216.37","1","92946625","0","49048"
"4950","1.207516000","38.107.216.37","69.148.243.171","93288353","1","65160","44465"
"4951","1.208516000","69.148.243.171","38.107.216.37","1","92962553","0","49048"
"4952","1.208517000","69.148.243.171","38.107.216.37","1","93016129","0","49048"
"4953","1.208526000","38.107.216.37","69.148.243.171","93353513","1","65160","44465"
"4954","1.209252000","69.148.243.171","38.107.216.37","1","93027713","0","49048"
"4955","1.209253000","69.148.243.171","38.107.216.37","1","93100113","0","49048"
"4956","1.209253000","69.148.243.171","38.107.216.37","1","93158033","0","49048"
"4957","1.209261000","38.107.216.37","69.148.243.171","93418673","1","65160","44465"
"4958","1.209271000","38.107.216.37","69.148.243.171","93483833","1","65160","44465"
"4959","1.209479000","69.148.243.171","38.107.216.37","1","93181201","0","49048"
"4960","1.209482000","38.107.216.37","69.148.243.171","93548993","1","65160","44465"
"4961","1.210010000","69.148.243.171","38.107.216.37","1","93221745","0","49048"
"4962","1.210507000","69.148.243.171","38.107.216.37","1","93244913","0","49048"
"4963","1.210527000","38.107.216.37","69.148.243.171","93614153","1","65160","44465"
"4964","1.210728000","69.148.243.171","38.107.216.37","1","93288353","0","49048"
"4965","1.211269000","69.148.243.171","38.107.216.37","1","93312969","0","49048"
"4966","1.211289000","38.107.216.37","69.148.243.171","93679313","1","65160","44465"
"4967","1.211501000","69.148.243.171","38.107.216.37","1","93353513","0","49048"
"4968","1.211992000","69.148.243.171","38.107.216.37","1","93369441","0","49048"
"4969","1.212004000","38.107.216.37","69.148.243.171","93744473","1","65160","44465"
"4970","1.212016000","69.148.243.171","38.107.216.37","1","93395505","0","49048"
"4971","1.212519000","69.148.243.171","38.107.216.37","1","93418673","0","49048"
"4972","1.212527000","38.107.216.37","69.148.243.171","93809633","1","65160","44465"
"4973","1.212728000","69.148.243.171","38.107.216.37","1","93444737","0","49048"
"4974","1.213250000","69.148.243.171","38.107.216.37","1","93478041","0","49048"
"4975","1.214010000","69.148.243.171","38.107.216.37","1","93483833","0","49048"
"4976","1.214010000","69.148.243.171","38.107.216.37","1","93521481","0","49048"
"4977","1.214020000","38.107.216.37","69.148.243.171","93874793","1","65160","44465"
"4978","1.214749000","69.148.243.171","38.107.216.37","1","93548993","0","49048"
"4979","1.214749000","69.148.243.171","38.107.216.37","1","93582297","0","49048"
"4980","1.214768000","38.107.216.37","69.148.243.171","93939953","1","65160","44465"
"4981","1.215536000","69.148.243.171","38.107.216.37","1","93614153","0","49048"
"4982","1.215536000","69.148.243.171","38.107.216.37","1","93651801","0","49048"
"4983","1.215541000","38.107.216.37","69.148.243.171","94005113","1","65160","44465"
"4984","1.216548000","69.148.243.171","38.107.216.37","1","93679313","0","49048"
"4985","1.216548000","69.148.243.171","38.107.216.37","1","93732889","0","49048"
"4986","1.216558000","38.107.216.37","69.148.243.171","94070273","1","65160","44465"
"4987","1.217248000","69.148.243.171","38.107.216.37","1","93744473","0","49048"
"4988","1.217248000","69.148.243.171","38.107.216.37","1","93825561","0","49048"
"4989","1.217256000","38.107.216.37","69.148.243.171","94135433","1","65160","44465"
"4990","1.217473000","69.148.243.171","38.107.216.37","1","93874793","0","49048"
"4991","1.217476000","38.107.216.37","69.148.243.171","94200593","1","65160","44465"
"4992","1.218010000","69.148.243.171","38.107.216.37","1","93905201","0","49048"
"4993","1.218010000","69.148.243.171","38.107.216.37","1","93939953","0","49048"
"4994","1.218030000","38.107.216.37","69.148.243.171","94265753","1","65160","44465"
"4995","1.218504000","69.148.243.171","38.107.216.37","1","93979049","0","49048"
"4996","1.218514000","38.107.216.37","69.148.243.171","94330913","1","65160","44465"
"4997","1.219264000","69.148.243.171","38.107.216.37","1","94005113","0","49048"
"4998","1.219265000","69.148.243.171","38.107.216.37","1","94045657","0","49048"
"4999","1.219284000","38.107.216.37","69.148.243.171","94396073","1","65160","44465"
"5000","1.219494000","69.148.243.171","38.107.216.37","1","94070273","0","49048"
"5001","1.219501000","38.107.216.37","69.148.243.171","94461233","1","65160","44465"
"5002","1.219513000","69.148.243.171","38.107.216.37","1","94073169","0","49048"
"5003","1.219513000","69.148.243.171","38.107.216.37","1","94080409","0","49048"
"5004","1.219982000","69.148.243.171","38.107.216.37","1","94096337","0","49048"
"5005","1.220515000","69.148.243.171","38.107.216.37","1","94119505","0","49048"
"5006","1.220742000","69.148.243.171","38.107.216.37","1","94135433","0","49048"
"5007","1.220742000","69.148.243.171","38.107.216.37","1","94145569","0","49048"
"5008","1.220752000","38.107.216.37","69.148.243.171","94526393","1","65160","44465"
"5009","1.221310000","69.148.243.171","38.107.216.37","1","94184665","0","49048"
"5010","1.222020000","69.148.243.171","38.107.216.37","1","94200593","0","49048"
"5011","1.222020000","69.148.243.171","38.107.216.37","1","94228105","0","49048"
"5012","1.222042000","38.107.216.37","69.148.243.171","94591553","1","65160","44465"
"5013","1.222505000","69.148.243.171","38.107.216.37","1","94294713","0","49048"
"5014","1.222526000","38.107.216.37","69.148.243.171","94656713","1","65160","44465"
"5015","1.223507000","69.148.243.171","38.107.216.37","1","94330913","0","49048"
"5016","1.223507000","69.148.243.171","38.107.216.37","1","94365665","0","49048"
"5017","1.223517000","38.107.216.37","69.148.243.171","94721873","1","65160","44465"
"5018","1.224501000","69.148.243.171","38.107.216.37","1","94396073","0","49048"
"5019","1.224501000","69.148.243.171","38.107.216.37","1","94452545","0","49048"
"5020","1.224511000","38.107.216.37","69.148.243.171","94787033","1","65160","44465"
"5021","1.225269000","69.148.243.171","38.107.216.37","1","94461233","0","49048"
"5022","1.225270000","69.148.243.171","38.107.216.37","1","94539425","0","49048"
"5023","1.225278000","38.107.216.37","69.148.243.171","94852193","1","65160","44465"
"5024","1.225479000","69.148.243.171","38.107.216.37","1","94591553","0","49048"
"5025","1.225481000","38.107.216.37","69.148.243.171","94917353","1","65160","44465"
"5026","1.226028000","69.148.243.171","38.107.216.37","1","94630649","0","49048"
"5027","1.226036000","38.107.216.37","69.148.243.171","94982513","1","65160","44465"
"5028","1.226757000","69.148.243.171","38.107.216.37","1","94656713","0","49048"
"5029","1.226757000","69.148.243.171","38.107.216.37","1","94685673","0","49048"
"5030","1.226766000","38.107.216.37","69.148.243.171","95047673","1","65160","44465"
"5031","1.227259000","69.148.243.171","38.107.216.37","1","94721873","0","49048"
"5032","1.227259000","69.148.243.171","38.107.216.37","1","94762417","0","49048"
"5033","1.227269000","38.107.216.37","69.148.243.171","95112833","1","65160","44465"
"5034","1.227482000","69.148.243.171","38.107.216.37","1","94787033","0","49048"
"5035","1.227485000","38.107.216.37","69.148.243.171","95177993","1","65160","44465"
"5036","1.227978000","69.148.243.171","38.107.216.37","1","94800065","0","49048"
"5037","1.227989000","69.148.243.171","38.107.216.37","1","94827577","0","49048"
"5038","1.228539000","69.148.243.171","38.107.216.37","1","94852193","0","49048"
"5039","1.228547000","38.107.216.37","69.148.243.171","95243153","1","65160","44465"
"5040","1.228728000","69.148.243.171","38.107.216.37","1","94868121","0","49048"
"5041","1.228733000","69.148.243.171","38.107.216.37","1","94895633","0","49048"
"5042","1.229511000","69.148.243.171","38.107.216.37","1","94917353","0","49048"
"5043","1.229511000","69.148.243.171","38.107.216.37","1","94928937","0","49048"
"5044","1.229512000","69.148.243.171","38.107.216.37","1","94973825","0","49048"
"5045","1.229523000","38.107.216.37","69.148.243.171","95308313","1","65160","44465"
"5046","1.230749000","69.148.243.171","38.107.216.37","1","94982513","0","49048"
"5047","1.230749000","69.148.243.171","38.107.216.37","1","95024505","0","49048"
"5048","1.230759000","38.107.216.37","69.148.243.171","95373473","1","65160","44465"
"5049","1.231503000","69.148.243.171","38.107.216.37","1","95047673","0","49048"
"5050","1.231503000","69.148.243.171","38.107.216.37","1","95091113","0","49048"
"5051","1.231508000","38.107.216.37","69.148.243.171","95438633","1","65160","44465"
"5052","1.232518000","69.148.243.171","38.107.216.37","1","95112833","0","49048"
"5053","1.232518000","69.148.243.171","38.107.216.37","1","95164961","0","49048"
"5054","1.232529000","38.107.216.37","69.148.243.171","95503793","1","65160","44465"
"5055","1.233277000","69.148.243.171","38.107.216.37","1","95177993","0","49048"
"5056","1.233277000","69.148.243.171","38.107.216.37","1","95254737","0","49048"
"5057","1.233296000","38.107.216.37","69.148.243.171","95568953","1","65160","44465"
"5058","1.234011000","69.148.243.171","38.107.216.37","1","95308313","0","49048"
