_ws.col.No.,_ws.col.Time,ip.src,ip.dst,tcp.seq,tcp.ack,tcp.len,tcp.port
"40278","9.670259000","69.148.243.171","38.107.216.37","1","840324585","0","49048"
"40279","9.670278000","38.107.216.37","69.148.243.171","840673553","1","65160","44465"
"40280","9.670966000","69.148.243.171","38.107.216.37","1","840347753","0","49048"
"40281","9.670985000","38.107.216.37","69.148.243.171","840738713","1","65160","44465"
"40282","9.671002000","69.148.243.171","38.107.216.37","1","840365129","0","49048"
"40283","9.671002000","69.148.243.171","38.107.216.37","1","840420153","0","49048"
"40284","9.671771000","69.148.243.171","38.107.216.37","1","840480969","0","49048"
"40285","9.671790000","38.107.216.37","69.148.243.171","840803873","1","65160","44465"
"40286","9.672758000","69.148.243.171","38.107.216.37","1","840559161","0","49048"
"40287","9.672770000","38.107.216.37","69.148.243.171","840869033","1","65160","44465"
"40288","9.673812000","69.148.243.171","38.107.216.37","1","840608393","0","49048"
"40289","9.673812000","69.148.243.171","38.107.216.37","1","840622873","0","49048"
"40290","9.673821000","38.107.216.37","69.148.243.171","840934193","1","65160","44465"
"40291","9.674729000","69.148.243.171","38.107.216.37","1","840673553","0","49048"
"40292","9.674729000","69.148.243.171","38.107.216.37","1","840686585","0","49048"
"40293","9.674736000","38.107.216.37","69.148.243.171","840999353","1","65160","44465"
"40294","9.674973000","69.148.243.171","38.107.216.37","1","840738713","0","49048"
"40295","9.674976000","38.107.216.37","69.148.243.171","841064513","1","65160","44465"
"40296","9.674982000","69.148.243.171","38.107.216.37","1","840750297","0","49048"
"40297","9.675724000","69.148.243.171","38.107.216.37","1","840803873","0","49048"
"40298","9.675724000","69.148.243.171","38.107.216.37","1","840867585","0","49048"
"40299","9.675743000","38.107.216.37","69.148.243.171","841129673","1","65160","44465"
"40300","9.675748000","38.107.216.37","69.148.243.171","841194833","1","65160","44465"
"40301","9.676213000","69.148.243.171","38.107.216.37","1","840889305","0","49048"
"40302","9.676217000","38.107.216.37","69.148.243.171","841259993","1","65160","44465"
"40303","9.676707000","69.148.243.171","38.107.216.37","1","840926953","0","49048"
"40304","9.676713000","69.148.243.171","38.107.216.37","1","840934193","0","49048"
"40305","9.677083000","69.148.243.171","38.107.216.37","1","840942881","0","49048"
"40306","9.677090000","38.107.216.37","69.148.243.171","841325153","1","65160","44465"
"40307","9.677472000","69.148.243.171","38.107.216.37","1","840958809","0","49048"
"40308","9.677473000","69.148.243.171","38.107.216.37","1","840983425","0","49048"
"40309","9.677708000","69.148.243.171","38.107.216.37","1","840999353","0","49048"
"40310","9.677712000","38.107.216.37","69.148.243.171","841390313","1","65160","44465"
"40311","9.678223000","69.148.243.171","38.107.216.37","1","841012385","0","49048"
"40312","9.678223000","69.148.243.171","38.107.216.37","1","841032657","0","49048"
"40313","9.678727000","69.148.243.171","38.107.216.37","1","841060169","0","49048"
"40314","9.679478000","69.148.243.171","38.107.216.37","1","841064513","0","49048"
"40315","9.679478000","69.148.243.171","38.107.216.37","1","841096369","0","49048"
"40316","9.679478000","69.148.243.171","38.107.216.37","1","841144153","0","49048"
"40317","9.679490000","38.107.216.37","69.148.243.171","841455473","1","65160","44465"
"40318","9.679506000","38.107.216.37","69.148.243.171","841520633","1","65160","44465"
"40319","9.680229000","69.148.243.171","38.107.216.37","1","841200625","0","49048"
"40320","9.680736000","69.148.243.171","38.107.216.37","1","841270129","0","49048"
"40321","9.680757000","38.107.216.37","69.148.243.171","841585793","1","65160","44465"
"40322","9.682241000","69.148.243.171","38.107.216.37","1","841325153","0","49048"
"40323","9.682241000","69.148.243.171","38.107.216.37","1","841349769","0","49048"
"40324","9.682250000","38.107.216.37","69.148.243.171","841650953","1","65160","44465"
"40325","9.682728000","69.148.243.171","38.107.216.37","1","841390313","0","49048"
"40326","9.682728000","69.148.243.171","38.107.216.37","1","841439545","0","49048"
"40327","9.682728000","69.148.243.171","38.107.216.37","1","841455473","0","49048"
"40328","9.682738000","38.107.216.37","69.148.243.171","841716113","1","65160","44465"
"40329","9.682745000","38.107.216.37","69.148.243.171","841781273","1","65160","44465"
"40330","9.682957000","69.148.243.171","38.107.216.37","1","841487329","0","49048"
"40331","9.682960000","38.107.216.37","69.148.243.171","841846433","1","65160","44465"
"40332","9.683718000","69.148.243.171","38.107.216.37","1","841533665","0","49048"
"40333","9.683723000","38.107.216.37","69.148.243.171","841911593","1","65160","44465"
"40334","9.684218000","69.148.243.171","38.107.216.37","1","841585793","0","49048"
"40335","9.684985000","69.148.243.171","38.107.216.37","1","841646609","0","49048"
"40336","9.684986000","69.148.243.171","38.107.216.37","1","841650953","0","49048"
"40337","9.685006000","38.107.216.37","69.148.243.171","841976753","1","65160","44465"
"40338","9.685477000","69.148.243.171","38.107.216.37","1","841662537","0","49048"
"40339","9.685504000","38.107.216.37","69.148.243.171","842041913","1","65160","44465"
"40340","9.685708000","69.148.243.171","38.107.216.37","1","841682809","0","49048"
"40341","9.685708000","69.148.243.171","38.107.216.37","1","841707425","0","49048"
"40342","9.686720000","69.148.243.171","38.107.216.37","1","841716113","0","49048"
"40343","9.686720000","69.148.243.171","38.107.216.37","1","841742177","0","49048"
"40344","9.686732000","38.107.216.37","69.148.243.171","842107073","1","65160","44465"
"40345","9.686965000","69.148.243.171","38.107.216.37","1","841789961","0","49048"
"40346","9.687484000","69.148.243.171","38.107.216.37","1","841843537","0","49048"
"40347","9.687493000","38.107.216.37","69.148.243.171","842172233","1","65160","44465"
"40348","9.688730000","69.148.243.171","38.107.216.37","1","841846433","0","49048"
"40349","9.688730000","69.148.243.171","38.107.216.37","1","841905801","0","49048"
"40350","9.688739000","38.107.216.37","69.148.243.171","842237393","1","65160","44465"
"40351","9.689489000","69.148.243.171","38.107.216.37","1","841911593","0","49048"
"40352","9.689489000","69.148.243.171","38.107.216.37","1","841982545","0","49048"
"40353","9.689510000","38.107.216.37","69.148.243.171","842302553","1","65160","44465"
"40354","9.689713000","69.148.243.171","38.107.216.37","1","842041913","0","49048"
"40355","9.689721000","38.107.216.37","69.148.243.171","842367713","1","65160","44465"
"40356","9.690222000","69.148.243.171","38.107.216.37","1","842072321","0","49048"
"40357","9.690726000","69.148.243.171","38.107.216.37","1","842107073","0","49048"
"40358","9.690737000","38.107.216.37","69.148.243.171","842432873","1","65160","44465"
"40359","9.690962000","69.148.243.171","38.107.216.37","1","842159201","0","49048"
"40360","9.690968000","38.107.216.37","69.148.243.171","842498033","1","65160","44465"
"40361","9.691476000","69.148.243.171","38.107.216.37","1","842172233","0","49048"
"40362","9.691476000","69.148.243.171","38.107.216.37","1","842202641","0","49048"
"40363","9.691476000","69.148.243.171","38.107.216.37","1","842237393","0","49048"
"40364","9.691489000","38.107.216.37","69.148.243.171","842563193","1","65160","44465"
"40365","9.692237000","69.148.243.171","38.107.216.37","1","842248977","0","49048"
"40366","9.692237000","69.148.243.171","38.107.216.37","1","842270697","0","49048"
"40367","9.692246000","38.107.216.37","69.148.243.171","842628353","1","65160","44465"
"40368","9.692734000","69.148.243.171","38.107.216.37","1","842298209","0","49048"
"40369","9.692961000","69.148.243.171","38.107.216.37","1","842302553","0","49048"
"40370","9.692966000","38.107.216.37","69.148.243.171","842693513","1","65160","44465"
"40371","9.692973000","69.148.243.171","38.107.216.37","1","842314137","0","49048"
"40372","9.692973000","69.148.243.171","38.107.216.37","1","842345993","0","49048"
"40373","9.693747000","69.148.243.171","38.107.216.37","1","842367713","0","49048"
"40374","9.693747000","69.148.243.171","38.107.216.37","1","842380745","0","49048"
"40375","9.693768000","38.107.216.37","69.148.243.171","842758673","1","65160","44465"
"40376","9.694227000","69.148.243.171","38.107.216.37","1","842432873","0","49048"
"40377","9.694976000","69.148.243.171","38.107.216.37","1","842480657","0","49048"
"40378","9.694982000","38.107.216.37","69.148.243.171","842823833","1","65160","44465"
"40379","9.695727000","69.148.243.171","38.107.216.37","1","842498033","0","49048"
"40380","9.695727000","69.148.243.171","38.107.216.37","1","842545817","0","49048"
"40381","9.695745000","38.107.216.37","69.148.243.171","842888993","1","65160","44465"
"40382","9.696741000","69.148.243.171","38.107.216.37","1","842563193","0","49048"
"40383","9.696741000","69.148.243.171","38.107.216.37","1","842618217","0","49048"
"40384","9.696763000","38.107.216.37","69.148.243.171","842954153","1","65160","44465"
"40385","9.697489000","69.148.243.171","38.107.216.37","1","842628353","0","49048"
"40386","9.697489000","69.148.243.171","38.107.216.37","1","842700753","0","49048"
"40387","9.697509000","38.107.216.37","69.148.243.171","843019313","1","65160","44465"
"40388","9.697708000","69.148.243.171","38.107.216.37","1","842758673","0","49048"
"40389","9.697711000","38.107.216.37","69.148.243.171","843084473","1","65160","44465"
"40390","9.697716000","69.148.243.171","38.107.216.37","1","842768809","0","49048"
"40391","9.698277000","69.148.243.171","38.107.216.37","1","842823833","0","49048"
"40392","9.698287000","38.107.216.37","69.148.243.171","843149633","1","65160","44465"
"40393","9.698732000","69.148.243.171","38.107.216.37","1","842849897","0","49048"
"40394","9.698737000","38.107.216.37","69.148.243.171","843214793","1","65160","44465"
"40395","9.698953000","69.148.243.171","38.107.216.37","1","842888993","0","49048"
"40396","9.699531000","69.148.243.171","38.107.216.37","1","842915057","0","49048"
"40397","9.699550000","38.107.216.37","69.148.243.171","843279953","1","65160","44465"
"40398","9.699739000","69.148.243.171","38.107.216.37","1","842954153","0","49048"
"40399","9.700251000","69.148.243.171","38.107.216.37","1","842965737","0","49048"
"40400","9.700251000","69.148.243.171","38.107.216.37","1","842986009","0","49048"
"40401","9.700273000","38.107.216.37","69.148.243.171","843345113","1","65160","44465"
"40402","9.700759000","69.148.243.171","38.107.216.37","1","843013521","0","49048"
"40403","9.700968000","69.148.243.171","38.107.216.37","1","843019313","0","49048"
"40404","9.700972000","38.107.216.37","69.148.243.171","843410273","1","65160","44465"
"40405","9.700980000","69.148.243.171","38.107.216.37","1","843028001","0","49048"
"40406","9.700980000","69.148.243.171","38.107.216.37","1","843058409","0","49048"
"40407","9.701738000","69.148.243.171","38.107.216.37","1","843084473","0","49048"
"40408","9.701738000","69.148.243.171","38.107.216.37","1","843090265","0","49048"
"40409","9.701738000","69.148.243.171","38.107.216.37","1","843136601","0","49048"
"40410","9.701744000","38.107.216.37","69.148.243.171","843475433","1","65160","44465"
"40411","9.703482000","69.148.243.171","38.107.216.37","1","843149633","0","49048"
"40412","9.703482000","69.148.243.171","38.107.216.37","1","843194521","0","49048"
"40413","9.703487000","38.107.216.37","69.148.243.171","843540593","1","65160","44465"
"40414","9.704298000","69.148.243.171","38.107.216.37","1","843214793","0","49048"
"40415","9.704318000","38.107.216.37","69.148.243.171","843605753","1","65160","44465"
"40416","9.704769000","69.148.243.171","38.107.216.37","1","843268369","0","49048"
"40417","9.705500000","69.148.243.171","38.107.216.37","1","843279953","0","49048"
"40418","9.705500000","69.148.243.171","38.107.216.37","1","843361041","0","49048"
"40419","9.705519000","38.107.216.37","69.148.243.171","843670913","1","65160","44465"
"40420","9.706257000","69.148.243.171","38.107.216.37","1","843410273","0","49048"
"40421","9.706257000","69.148.243.171","38.107.216.37","1","843453713","0","49048"
"40422","9.706257000","69.148.243.171","38.107.216.37","1","843475433","0","49048"
"40423","9.706269000","38.107.216.37","69.148.243.171","843736073","1","65160","44465"
"40424","9.706283000","38.107.216.37","69.148.243.171","843801233","1","65160","44465"
"40425","9.706317000","38.107.216.37","69.148.243.171","843866393","1","65160","44465"
"40426","9.706709000","69.148.243.171","38.107.216.37","1","843540593","0","49048"
"40427","9.707020000","69.148.243.171","38.107.216.37","1","843552177","0","49048"
"40428","9.707498000","69.148.243.171","38.107.216.37","1","843573897","0","49048"
"40429","9.707498000","69.148.243.171","38.107.216.37","1","843605753","0","49048"
"40430","9.707503000","38.107.216.37","69.148.243.171","843931553","1","65160","44465"
"40431","9.707509000","38.107.216.37","69.148.243.171","843996713","1","65160","44465"
"40432","9.708233000","69.148.243.171","38.107.216.37","1","843634713","0","49048"
"40433","9.708233000","69.148.243.171","38.107.216.37","1","843670913","0","49048"
"40434","9.708733000","69.148.243.171","38.107.216.37","1","843681049","0","49048"
"40435","9.708753000","38.107.216.37","69.148.243.171","844061873","1","65160","44465"
"40436","9.708990000","69.148.243.171","38.107.216.37","1","843694081","0","49048"
"40437","9.708995000","69.148.243.171","38.107.216.37","1","843714353","0","49048"
"40438","9.709489000","69.148.243.171","38.107.216.37","1","843736073","0","49048"
"40439","9.709507000","38.107.216.37","69.148.243.171","844127033","1","65160","44465"
"40440","9.709711000","69.148.243.171","38.107.216.37","1","843752001","0","49048"
"40441","9.709717000","69.148.243.171","38.107.216.37","1","843780961","0","49048"
"40442","9.710754000","69.148.243.171","38.107.216.37","1","843801233","0","49048"
"40443","9.710754000","69.148.243.171","38.107.216.37","1","843812817","0","49048"
"40444","9.710754000","69.148.243.171","38.107.216.37","1","843860601","0","49048"
"40445","9.710764000","38.107.216.37","69.148.243.171","844192193","1","65160","44465"
"40446","9.711747000","69.148.243.171","38.107.216.37","1","843866393","0","49048"
"40447","9.711747000","69.148.243.171","38.107.216.37","1","843911281","0","49048"
"40448","9.711767000","38.107.216.37","69.148.243.171","844257353","1","65160","44465"
"40449","9.712763000","69.148.243.171","38.107.216.37","1","843931553","0","49048"
"40450","9.712763000","69.148.243.171","38.107.216.37","1","843976441","0","49048"
"40451","9.712790000","38.107.216.37","69.148.243.171","844322513","1","65160","44465"
"40452","9.713490000","69.148.243.171","38.107.216.37","1","843996713","0","49048"
"40453","9.713490000","69.148.243.171","38.107.216.37","1","844058977","0","49048"
"40454","9.713499000","38.107.216.37","69.148.243.171","844387673","1","65160","44465"
"40455","9.714249000","69.148.243.171","38.107.216.37","1","844061873","0","49048"
"40456","9.714249000","69.148.243.171","38.107.216.37","1","844151649","0","49048"
"40457","9.714268000","38.107.216.37","69.148.243.171","844452833","1","65160","44465"
"40458","9.714990000","69.148.243.171","38.107.216.37","1","844192193","0","49048"
"40459","9.714990000","69.148.243.171","38.107.216.37","1","844205225","0","49048"
"40460","9.715011000","38.107.216.37","69.148.243.171","844517993","1","65160","44465"
"40461","9.715462000","69.148.243.171","38.107.216.37","1","844257353","0","49048"
"40462","9.715470000","38.107.216.37","69.148.243.171","844583153","1","65160","44465"
"40463","9.715703000","69.148.243.171","38.107.216.37","1","844299345","0","49048"
"40464","9.715708000","38.107.216.37","69.148.243.171","844648313","1","65160","44465"
"40465","9.715712000","69.148.243.171","38.107.216.37","1","844322513","0","49048"
"40466","9.715715000","38.107.216.37","69.148.243.171","844713473","1","65160","44465"
"40467","9.716213000","69.148.243.171","38.107.216.37","1","844338441","0","49048"
"40468","9.716213000","69.148.243.171","38.107.216.37","1","844365953","0","49048"
"40469","9.716979000","69.148.243.171","38.107.216.37","1","844387673","0","49048"
"40470","9.716979000","69.148.243.171","38.107.216.37","1","844420977","0","49048"
"40471","9.716987000","38.107.216.37","69.148.243.171","844778633","1","65160","44465"
"40472","9.717494000","69.148.243.171","38.107.216.37","1","844452833","0","49048"
"40473","9.717502000","38.107.216.37","69.148.243.171","844843793","1","65160","44465"
"40474","9.717708000","69.148.243.171","38.107.216.37","1","844480345","0","49048"
"40475","9.718230000","69.148.243.171","38.107.216.37","1","844516545","0","49048"
"40476","9.718723000","69.148.243.171","38.107.216.37","1","844538265","0","49048"
"40477","9.718743000","38.107.216.37","69.148.243.171","844908953","1","65160","44465"
"40478","9.718979000","69.148.243.171","38.107.216.37","1","844581705","0","49048"
"40479","9.719728000","69.148.243.171","38.107.216.37","1","844622249","0","49048"
"40480","9.719738000","38.107.216.37","69.148.243.171","844974113","1","65160","44465"
"40481","9.720278000","69.148.243.171","38.107.216.37","1","844648313","0","49048"
"40482","9.720300000","38.107.216.37","69.148.243.171","845039273","1","65160","44465"
"40483","9.720754000","69.148.243.171","38.107.216.37","1","844680169","0","49048"
"40484","9.720959000","69.148.243.171","38.107.216.37","1","844713473","0","49048"
"40485","9.720964000","69.148.243.171","38.107.216.37","1","844745329","0","49048"
"40486","9.720968000","38.107.216.37","69.148.243.171","845104433","1","65160","44465"
"40487","9.722242000","69.148.243.171","38.107.216.37","1","844778633","0","49048"
"40488","9.722242000","69.148.243.171","38.107.216.37","1","844823521","0","49048"
"40489","9.722256000","38.107.216.37","69.148.243.171","845169593","1","64368","44465"
"40490","9.722268000","38.107.216.37","69.148.243.171","845233961","1","792","44465"
"40491","9.722718000","69.148.243.171","38.107.216.37","1","844843793","0","49048"
"40492","9.722721000","38.107.216.37","69.148.243.171","845234753","1","65160","44465"
"40493","9.722726000","69.148.243.171","38.107.216.37","1","844908953","0","49048"
"40494","9.723480000","69.148.243.171","38.107.216.37","1","844974113","0","49048"
"40495","9.723480000","69.148.243.171","38.107.216.37","1","845004521","0","49048"
"40496","9.723485000","38.107.216.37","69.148.243.171","845299913","1","65160","44465"
"40497","9.723490000","38.107.216.37","69.148.243.171","845365073","1","65160","44465"
"40498","9.723717000","69.148.243.171","38.107.216.37","1","845052305","0","49048"
"40499","9.723735000","38.107.216.37","69.148.243.171","845430233","1","65160","44465"
"40500","9.724727000","69.148.243.171","38.107.216.37","1","845108777","0","49048"
"40501","9.724961000","69.148.243.171","38.107.216.37","1","845169593","0","49048"
"40502","9.724981000","38.107.216.37","69.148.243.171","845495393","1","65160","44465"
"40503","9.725525000","69.148.243.171","38.107.216.37","1","845172489","0","49048"
"40504","9.725525000","69.148.243.171","38.107.216.37","1","845185521","0","49048"
"40505","9.726259000","69.148.243.171","38.107.216.37","1","845210137","0","49048"
"40506","9.726267000","38.107.216.37","69.148.243.171","845560553","1","65160","44465"
"40507","9.726732000","69.148.243.171","38.107.216.37","1","845233961","0","49048"
"40508","9.726732000","69.148.243.171","38.107.216.37","1","845247785","0","49048"
"40509","9.726741000","38.107.216.37","69.148.243.171","845625713","1","65160","44465"
"40510","9.726966000","69.148.243.171","38.107.216.37","1","845298465","0","49048"
"40511","9.727738000","69.148.243.171","38.107.216.37","1","845339009","0","49048"
"40512","9.727747000","38.107.216.37","69.148.243.171","845690873","1","65160","44465"
"40513","9.728293000","69.148.243.171","38.107.216.37","1","845365073","0","49048"
"40514","9.728316000","38.107.216.37","69.148.243.171","845756033","1","65160","44465"
"40515","9.728740000","69.148.243.171","38.107.216.37","1","845399825","0","49048"
"40516","9.728964000","69.148.243.171","38.107.216.37","1","845430233","0","49048"
"40517","9.728964000","69.148.243.171","38.107.216.37","1","845467881","0","49048"
"40518","9.728975000","38.107.216.37","69.148.243.171","845821193","1","65160","44465"
"40519","9.729482000","69.148.243.171","38.107.216.37","1","845495393","0","49048"
"40520","9.729518000","38.107.216.37","69.148.243.171","845886353","1","65160","44465"
"40521","9.729732000","69.148.243.171","38.107.216.37","1","845547521","0","49048"
"40522","9.729765000","69.148.243.171","38.107.216.37","1","845560553","0","49048"
"40523","9.729765000","69.148.243.171","38.107.216.37","1","845575033","0","49048"
"40524","9.730728000","69.148.243.171","38.107.216.37","1","845619921","0","49048"
"40525","9.730736000","38.107.216.37","69.148.243.171","845951513","1","65160","44465"
"40526","9.730953000","69.148.243.171","38.107.216.37","1","845625713","0","49048"
"40527","9.730956000","38.107.216.37","69.148.243.171","846016673","1","65160","44465"
"40528","9.730962000","69.148.243.171","38.107.216.37","1","845682185","0","49048"
"40529","9.731707000","69.148.243.171","38.107.216.37","1","845690873","0","49048"
"40530","9.731709000","38.107.216.37","69.148.243.171","846081833","1","65160","44465"
"40531","9.731715000","69.148.243.171","38.107.216.37","1","845716937","0","49048"
"40532","9.731715000","69.148.243.171","38.107.216.37","1","845770513","0","49048"
"40533","9.731719000","38.107.216.37","69.148.243.171","846146993","1","65160","44465"
"40534","9.732974000","69.148.243.171","38.107.216.37","1","845821193","0","49048"
"40535","9.732974000","69.148.243.171","38.107.216.37","1","845826985","0","49048"
"40536","9.733498000","69.148.243.171","38.107.216.37","1","845899385","0","49048"
"40537","9.733518000","38.107.216.37","69.148.243.171","846212153","1","65160","44465"
"40538","9.734243000","69.148.243.171","38.107.216.37","1","845951513","0","49048"
"40539","9.734251000","38.107.216.37","69.148.243.171","846277313","1","65160","44465"
"40540","9.734730000","69.148.243.171","38.107.216.37","1","845981921","0","49048"
"40541","9.734736000","38.107.216.37","69.148.243.171","846342473","1","65160","44465"
"40542","9.734961000","69.148.243.171","38.107.216.37","1","846026809","0","49048"
"40543","9.734965000","38.107.216.37","69.148.243.171","846407633","1","65160","44465"
"40544","9.735481000","69.148.243.171","38.107.216.37","1","846081833","0","49048"
"40545","9.736247000","69.148.243.171","38.107.216.37","1","846146993","0","49048"
"40546","9.736257000","38.107.216.37","69.148.243.171","846472793","1","65160","44465"
"40547","9.736993000","69.148.243.171","38.107.216.37","1","846212153","0","49048"
"40548","9.737001000","38.107.216.37","69.148.243.171","846537953","1","65160","44465"
"40549","9.737470000","69.148.243.171","38.107.216.37","1","846238217","0","49048"
"40550","9.737470000","69.148.243.171","38.107.216.37","1","846277313","0","49048"
"40551","9.737476000","38.107.216.37","69.148.243.171","846603113","1","65160","44465"
"40552","9.738228000","69.148.243.171","38.107.216.37","1","846312065","0","49048"
"40553","9.738232000","38.107.216.37","69.148.243.171","846668273","1","65160","44465"
"40554","9.738978000","69.148.243.171","38.107.216.37","1","846342473","0","49048"
"40555","9.738979000","69.148.243.171","38.107.216.37","1","846362745","0","49048"
"40556","9.738996000","38.107.216.37","69.148.243.171","846733433","1","65160","44465"
"40557","9.739470000","69.148.243.171","38.107.216.37","1","846407633","0","49048"
"40558","9.739470000","69.148.243.171","38.107.216.37","1","846422113","0","49048"
"40559","9.739722000","69.148.243.171","38.107.216.37","1","846472793","0","49048"
"40560","9.739730000","38.107.216.37","69.148.243.171","846798593","1","65160","44465"
"40561","9.740251000","69.148.243.171","38.107.216.37","1","846516233","0","49048"
"40562","9.740261000","38.107.216.37","69.148.243.171","846863753","1","65160","44465"
"40563","9.740737000","69.148.243.171","38.107.216.37","1","846537953","0","49048"
"40564","9.740756000","38.107.216.37","69.148.243.171","846928913","1","65160","44465"
"40565","9.740963000","69.148.243.171","38.107.216.37","1","846549537","0","49048"
"40566","9.740963000","69.148.243.171","38.107.216.37","1","846600217","0","49048"
"40567","9.742242000","69.148.243.171","38.107.216.37","1","846603113","0","49048"
"40568","9.742242000","69.148.243.171","38.107.216.37","1","846655241","0","49048"
"40569","9.742247000","38.107.216.37","69.148.243.171","846994073","1","65160","44465"
"40570","9.742724000","69.148.243.171","38.107.216.37","1","846668273","0","49048"
"40571","9.742724000","69.148.243.171","38.107.216.37","1","846718953","0","49048"
"40572","9.742729000","38.107.216.37","69.148.243.171","847059233","1","65160","44465"
"40573","9.743514000","69.148.243.171","38.107.216.37","1","846733433","0","49048"
"40574","9.743514000","69.148.243.171","38.107.216.37","1","846772529","0","49048"
"40575","9.743519000","38.107.216.37","69.148.243.171","847124393","1","65160","44465"
"40576","9.744231000","69.148.243.171","38.107.216.37","1","846798593","0","49048"
"40577","9.744231000","69.148.243.171","38.107.216.37","1","846826105","0","49048"
"40578","9.744241000","38.107.216.37","69.148.243.171","847189553","1","65160","44465"
"40579","9.744995000","69.148.243.171","38.107.216.37","1","846863753","0","49048"
"40580","9.744995000","69.148.243.171","38.107.216.37","1","846902849","0","49048"
"40581","9.744995000","69.148.243.171","38.107.216.37","1","846928913","0","49048"
"40582","9.744996000","69.148.243.171","38.107.216.37","1","846989729","0","49048"
"40583","9.745008000","38.107.216.37","69.148.243.171","847254713","1","65160","44465"
"40584","9.745016000","38.107.216.37","69.148.243.171","847319873","1","65160","44465"
"40585","9.745493000","69.148.243.171","38.107.216.37","1","846994073","0","49048"
"40586","9.745498000","69.148.243.171","38.107.216.37","1","847005657","0","49048"
"40587","9.745717000","69.148.243.171","38.107.216.37","1","847025929","0","49048"
"40588","9.745723000","38.107.216.37","69.148.243.171","847385033","1","65160","44465"
"40589","9.746753000","69.148.243.171","38.107.216.37","1","847056337","0","49048"
"40590","9.746959000","69.148.243.171","38.107.216.37","1","847059233","0","49048"
"40591","9.746965000","38.107.216.37","69.148.243.171","847450193","1","65160","44465"
"40592","9.746977000","69.148.243.171","38.107.216.37","1","847107017","0","49048"
"40593","9.747497000","69.148.243.171","38.107.216.37","1","847124393","0","49048"
"40594","9.747497000","69.148.243.171","38.107.216.37","1","847146113","0","49048"
"40595","9.747497000","69.148.243.171","38.107.216.37","1","847189553","0","49048"
"40596","9.747518000","38.107.216.37","69.148.243.171","847515353","1","65160","44465"
"40597","9.748367000","69.148.243.171","38.107.216.37","1","847235889","0","49048"
"40598","9.748388000","38.107.216.37","69.148.243.171","847580513","1","65160","44465"
"40599","9.749103000","69.148.243.171","38.107.216.37","1","847254713","0","49048"
"40600","9.749103000","69.148.243.171","38.107.216.37","1","847267745","0","49048"
"40601","9.749103000","69.148.243.171","38.107.216.37","1","847321321","0","49048"
"40602","9.749124000","38.107.216.37","69.148.243.171","847645673","1","65160","44465"
"40603","9.749838000","69.148.243.171","38.107.216.37","1","847377793","0","49048"
"40604","9.749857000","38.107.216.37","69.148.243.171","847710833","1","65160","44465"
"40605","9.750759000","69.148.243.171","38.107.216.37","1","847385033","0","49048"
"40606","9.750760000","69.148.243.171","38.107.216.37","1","847441505","0","49048"
"40607","9.750780000","38.107.216.37","69.148.243.171","847775993","1","65160","44465"
"40608","9.751507000","69.148.243.171","38.107.216.37","1","847450193","0","49048"
"40609","9.751507000","69.148.243.171","38.107.216.37","1","847493633","0","49048"
"40610","9.751515000","38.107.216.37","69.148.243.171","847841153","1","65160","44465"
"40611","9.751710000","69.148.243.171","38.107.216.37","1","847515353","0","49048"
"40612","9.751713000","38.107.216.37","69.148.243.171","847906313","1","65160","44465"
"40613","9.751719000","69.148.243.171","38.107.216.37","1","847560241","0","49048"
"40614","9.752738000","69.148.243.171","38.107.216.37","1","847580513","0","49048"
"40615","9.752739000","69.148.243.171","38.107.216.37","1","847606577","0","49048"
"40616","9.752761000","38.107.216.37","69.148.243.171","847971473","1","65160","44465"
"40617","9.752966000","69.148.243.171","38.107.216.37","1","847645673","0","49048"
"40618","9.752966000","69.148.243.171","38.107.216.37","1","847657257","0","49048"
"40619","9.753490000","69.148.243.171","38.107.216.37","1","847710833","0","49048"
"40620","9.753499000","38.107.216.37","69.148.243.171","848036633","1","65160","44465"
"40621","9.754220000","69.148.243.171","38.107.216.37","1","847764409","0","49048"
"40622","9.754225000","38.107.216.37","69.148.243.171","848101793","1","65160","44465"
"40623","9.754723000","69.148.243.171","38.107.216.37","1","847775993","0","49048"
"40624","9.754723000","69.148.243.171","38.107.216.37","1","847791921","0","49048"
"40625","9.754723000","69.148.243.171","38.107.216.37","1","847841153","0","49048"
"40626","9.754745000","38.107.216.37","69.148.243.171","848166953","1","65160","44465"
"40627","9.755469000","69.148.243.171","38.107.216.37","1","847877353","0","49048"
"40628","9.755479000","38.107.216.37","69.148.243.171","848232113","1","65160","44465"
"40629","9.756247000","69.148.243.171","38.107.216.37","1","847906313","0","49048"
"40630","9.756247000","69.148.243.171","38.107.216.37","1","847928033","0","49048"
"40631","9.756258000","38.107.216.37","69.148.243.171","848297273","1","65160","44465"
"40632","9.756735000","69.148.243.171","38.107.216.37","1","847971473","0","49048"
"40633","9.756735000","69.148.243.171","38.107.216.37","1","847978713","0","49048"
"40634","9.756976000","69.148.243.171","38.107.216.37","1","848036633","0","49048"
"40635","9.756980000","38.107.216.37","69.148.243.171","848362433","1","65160","44465"
"40636","9.757722000","69.148.243.171","38.107.216.37","1","848085865","0","49048"
"40637","9.757727000","38.107.216.37","69.148.243.171","848427593","1","65160","44465"
"40638","9.758226000","69.148.243.171","38.107.216.37","1","848101793","0","49048"
"40639","9.758231000","38.107.216.37","69.148.243.171","848492753","1","65160","44465"
"40640","9.758731000","69.148.243.171","38.107.216.37","1","848133649","0","49048"
